"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","PEG","P/S","P/B","P/Free Cash Flow","Dividend","Dividend Yield","EPS (ttm)","EPS growth this year","EPS growth past 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Shares Outstanding","Shares Float","Float Short","Return on Equity","Current Ratio","Gross Margin","Operating Margin","Profit Margin","Performance (Half Year)","Performance (Year)","Performance (YTD)","52-Week High","Price","Change"
3671,"SSRM","SSR Mining Inc.","Basic Materials","Gold","USA",3335.95,16.11,,2.67,0.96,163.53,0.28,1.73%,1.00,74.20%,21.00%,24.60%,-48.40%,-149.00%,1249.60,207.98,205.47,3.79%,6.40%,5.80,50.90%,21.60%,18.20%,4.05%,-2.06%,3.32%,-34.13%,16.19,-4.48%
3672,"SSTI","ShotSpotter, Inc.","Technology","Software - Application","USA",468.34,118.59,3.95,6.33,7.77,141.92,,,0.32,-464.30%,12.80%,30.30%,29.70%,501.70%,74.00,12.17,8.89,2.87%,8.50%,0.70,57.30%,6.20%,5.60%,14.43%,44.11%,11.82%,-3.68%,37.83,-0.11%
3673,"SSTK","Shutterstock, Inc.","Communication Services","Internet Content & Information","USA",2533.19,32.81,10.25,3.10,6.41,23.13,0.96,1.25%,2.34,24.80%,22.00%,9.40%,5.00%,48.30%,815.90,35.93,23.73,8.10%,19.40%,0.40,62.60%,12.30%,10.50%,27.56%,-18.15%,45.56%,-22.28%,76.74,-2.64%
3674,"SSUS","Day Hagan/Ned Davis Research Smart Sector ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.19,0.58%,,,,,,,,,,,,,,,,1.28%,-7.57%,8.96%,-8.31%,33.20,-1.04%
3675,"SSYS","Stratasys Ltd.","Technology","Computer Hardware","USA",948.38,,,1.44,1.04,,,,-0.48,87.90%,7.90%,-2.00%,2.00%,200.60%,659.20,66.77,55.97,1.44%,-3.30%,3.20,42.60%,-3.20%,-4.80%,-22.80%,-37.53%,24.79%,-47.14%,14.80,-2.50%
3676,"ST","Sensata Technologies Holding plc","Technology","Scientific & Technical Instruments","USA",8074.50,27.04,2.70,2.04,2.68,35.84,0.44,0.83%,1.97,130.10%,8.30%,3.60%,7.10%,69.90%,3949.20,154.47,152.06,2.02%,10.10%,3.00,32.70%,16.80%,7.80%,16.30%,-7.05%,31.97%,-10.47%,53.29,-1.08%
3677,"STAA","STAAR Surgical Company","Healthcare","Medical Instruments & Supplies","USA",3655.23,101.79,3.39,13.09,11.71,163.18,,,0.77,301.80%,29.50%,22.80%,30.10%,70.60%,279.30,48.10,47.89,9.89%,13.10%,6.60,78.20%,18.00%,13.50%,-8.87%,5.79%,60.63%,-30.55%,77.97,-1.73%
3678,"STAG","STAG Industrial, Inc.","Real Estate","REIT - Industrial","USA",6454.87,27.38,3.91,10.17,1.90,57.22,1.47,4.05%,1.33,-13.00%,32.00%,17.60%,17.00%,19.20%,634.60,179.05,178.93,1.78%,6.90%,,81.50%,30.40%,37.00%,9.77%,-15.33%,12.35%,-15.30%,36.30,-1.44%
3679,"STBA","S&T Bancorp, Inc.","Financial","Banks - Regional","USA",1415.26,13.44,1.34,4.90,1.27,6.03,1.28,3.40%,2.80,424.60%,6.60%,4.90%,25.10%,36.20%,288.90,38.94,38.25,1.85%,9.30%,,,93.40%,37.80%,24.77%,21.78%,10.09%,-1.98%,37.63,2.12%
3680,"STC","Stewart Information Services Corporation","Financial","Insurance - Property & Casualty","USA",1397.98,6.01,1.20,0.41,1.04,6.70,1.80,3.49%,8.56,91.30%,45.10%,10.50%,-14.40%,-67.00%,3375.10,27.11,26.70,2.90%,17.70%,,,10.10%,6.90%,-2.68%,-29.93%,20.55%,-32.22%,51.51,1.06%
3681,"STCE","Schwab Crypto Thematic ETF","Financial","Exchange Traded Fund","USA",,,,,,,2.67,12.65%,,,,,,,,,,,,,,,,-16.50%,,38.37%,-26.39%,21.15,-3.73%
3682,"STEL","Stellar Bancorp, Inc.","Financial","Banks - Regional","USA",1682.57,20.70,,11.49,2.54,94.53,0.52,1.79%,1.41,36.30%,3.40%,3.60%,487.70%,91.00%,146.40,52.30,46.05,1.57%,6.80%,,,91.90%,24.70%,-5.15%,1.93%,-1.29%,-19.42%,29.08,1.22%
3683,"STEM","Stem, Inc.","Technology","Software - Infrastructure","USA",1532.49,,,5.89,2.73,,,,-0.81,59.30%,,,150.00%,-117.80%,260.30,154.39,140.99,15.81%,-19.80%,2.20,7.30%,-49.00%,-47.20%,-17.11%,-17.71%,14.32%,-43.28%,10.22,-3.31%
3684,"STEP","StepStone Group Inc.","Financial","Asset Management","USA",3208.01,39.13,4.16,5.86,2.47,17.93,0.80,2.61%,0.78,447.60%,53.50%,52.60%,,-172.70%,547.20,61.41,48.70,1.69%,6.30%,,54.70%,,9.10%,6.95%,-10.62%,21.68%,-25.61%,30.64,-0.49%
3685,"STER","Sterling Check Corp.","Technology","Software - Infrastructure","USA",1366.12,47.52,3.17,1.77,1.81,13.84,,,0.30,63.10%,,,17.50%,133.20%,770.50,94.14,73.04,1.71%,4.10%,2.20,47.80%,8.70%,3.90%,-26.64%,-26.33%,-7.24%,-50.11%,14.35,-1.44%
3686,"STEW","SRH Total Return Fund, Inc.","Financial","Asset Management","USA",1255.60,,,42.50,,,0.50,3.88%,,,,,25.50%,-79.20%,29.55,97.33,51.80,0.01%,,,,,,2.54%,-10.17%,1.57%,-14.57%,12.90,-0.69%
3687,"STIP","iShares 0-5 Year TIPS Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,6.48,6.64%,,,,,,,,,,,,,,,,-3.75%,-6.81%,0.61%,-8.64%,97.55,-0.51%
3688,"STK","Columbia Seligman Premium Technology Growth Fund","Financial","Closed-End Fund - Equity","USA",443.19,,,,,,1.85,6.75%,,,,,,,,16.18,16.18,0.14%,,,,,,-7.50%,-12.15%,17.91%,-15.63%,27.39,-2.46%
3689,"STN","Stantec Inc.","Industrials","Engineering & Construction","Canada",5841.11,41.38,5.89,1.83,3.57,62.41,0.53,1.00%,1.28,26.50%,8.10%,3.30%,24.30%,-2.30%,3185.40,110.74,110.43,0.51%,9.30%,1.50,54.30%,5.90%,4.50%,8.45%,-0.52%,10.83%,-4.63%,53.13,-0.64%
3690,"STOR","STORE Capital Corporation","Real Estate","REIT - Diversified","USA",9091.27,27.86,4.58,10.26,1.70,,1.64,5.09%,1.16,18.20%,6.20%,15.80%,15.80%,-13.20%,885.70,282.24,280.04,3.60%,6.10%,,98.30%,32.70%,36.20%,13.10%,1.83%,0.47%,-0.46%,32.21,0.00%
3691,"STPZ","PIMCO 1-5 Year U.S. TIPS Index ETF","Financial","Exchange Traded Fund","USA",,,,,,,2.93,5.84%,,,,,,,,,,,,,,,,-4.29%,-7.80%,0.60%,-9.75%,50.17,-0.57%
3692,"STR","Sitio Royalties Corp.","Energy","Oil & Gas E&P","USA",4093.67,22.12,,14.13,1.50,,2.88,10.97%,1.19,142.70%,18.40%,,501.60%,159.10%,289.80,154.55,75.06,4.84%,10.10%,6.30,93.50%,53.50%,5.10%,-3.95%,25.53%,-8.98%,-21.96%,26.26,0.08%
3693,"STRA","Strategic Education, Inc.","Consumer Defensive","Education & Training Services","USA",2395.12,47.04,7.84,2.24,1.44,65.80,2.40,2.45%,2.08,-39.50%,-6.60%,20.70%,-2.60%,59.50%,1067.60,24.45,23.78,4.87%,3.00%,1.50,44.40%,6.70%,4.70%,37.94%,65.93%,24.87%,1.53%,97.80,1.80%
3694,"STRE","Supernova Partners Acquisition Company III, Ltd.","Financial","Shell Companies","USA",357.27,8.89,,,1.32,,,,1.14,,,,,63.30%,,35.13,28.10,0.01%,3.60%,0.20,,,,3.99%,4.31%,0.89%,-8.54%,10.17,0.00%
3695,"STRL","Sterling Infrastructure, Inc.","Industrials","Engineering & Construction","USA",1093.27,13.03,1.18,0.58,2.55,11.97,,,2.83,43.50%,49.20%,18.00%,20.20%,33.70%,1879.20,30.28,29.11,0.83%,21.70%,1.30,14.00%,7.40%,4.60%,48.39%,38.05%,12.38%,-0.33%,36.86,1.49%
3696,"STRS","Stratus Properties Inc.","Real Estate","Real Estate - Diversified","USA",177.85,3.10,,6.09,0.83,,,,7.08,484.90%,65.20%,-18.90%,58.70%,-5.70%,29.20,8.28,6.77,3.69%,,,29.70%,,,-18.21%,-34.70%,13.69%,-45.72%,21.93,2.00%
3697,"STRT","Strattec Security Corporation","Consumer Cyclical","Auto Parts","USA",90.54,12.36,0.82,0.19,0.46,,,,1.80,-69.30%,-1.70%,1.60%,20.00%,25.60%,472.30,3.90,3.78,0.03%,,2.30,11.80%,,,-22.03%,-44.08%,8.52%,-45.84%,22.30,-12.82%
3698,"STRV","Strive 500 ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.36,1.37%,,,,,,,,,,,,,,,,,,8.22%,-1.08%,26.25,-1.04%
3699,"STT","State Street Corporation","Financial","Asset Management","USA",31613.87,12.67,1.43,7.74,1.42,9.06,2.52,2.77%,7.19,13.70%,7.70%,-4.90%,126.50%,-8.40%,4086.00,367.79,348.03,1.00%,10.90%,,,51.80%,64.90%,29.50%,-6.65%,17.42%,-12.22%,91.08,-1.40%
3700,"STWD","Starwood Property Trust, Inc.","Real Estate","REIT - Mortgage","USA",6533.66,8.27,1.66,3.33,1.02,15.95,1.92,8.93%,2.60,31.90%,0.30%,8.40%,68.10%,39.80%,1965.00,306.70,293.93,2.14%,16.40%,,58.90%,56.40%,52.50%,-8.78%,-13.16%,17.35%,-14.17%,21.51,0.51%
3701,"STXD","Strive 1000 Dividend Growth ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.29,1.09%,,,,,,,,,,,,,,,,,,2.75%,-7.57%,26.41,-0.76%
3702,"STXK","Strive 2000 ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.30,1.08%,,,,,,,,,,,,,,,,,,13.44%,-1.07%,27.77,-1.07%
3703,"STXV","Strive 1000 Value ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.47,1.78%,,,,,,,,,,,,,,,,,,4.88%,-1.00%,26.15,-0.76%
3704,"SU","Suncor Energy Inc.","Energy","Oil & Gas Integrated","Canada",44400.85,7.92,0.24,1.06,1.57,5.58,1.55,4.71%,4.16,197.70%,59.40%,7.90%,47.30%,-175.20%,41715.50,1364.00,1349.04,1.82%,20.60%,1.30,63.70%,21.90%,14.20%,7.13%,8.29%,3.75%,-22.93%,32.92,-0.21%
3705,"SUAC","ShoulderUp Technology Acquisition Corp.","Financial","Shell Companies","USA",428.45,5125.00,,,1.45,,,,0.00,,,,,,,41.80,31.35,0.02%,0.10%,0.90,,,,4.27%,,0.49%,-0.29%,10.25,-0.29%
3706,"SUM","Summit Materials, Inc.","Basic Materials","Building Materials","USA",3929.59,14.02,0.99,1.60,2.03,70.42,,,2.37,6.50%,19.80%,8.20%,4.90%,17.40%,2456.90,119.92,117.91,5.67%,15.40%,3.40,26.40%,17.90%,11.60%,14.95%,-5.31%,17.01%,-7.29%,33.22,-3.01%
3707,"SUMO","Sumo Logic, Inc.","Technology","Software - Infrastructure","USA",1464.46,,,5.08,3.79,,,,-1.13,31.00%,,,27.40%,21.00%,288.00,119.12,113.76,2.92%,-32.90%,2.20,66.10%,-44.90%,-45.30%,55.87%,4.86%,49.14%,-4.66%,12.08,-0.58%
3708,"SUN","Sunoco LP","Energy","Oil & Gas Refining & Marketing","USA",3990.03,9.22,,0.16,4.12,29.78,3.30,6.87%,5.22,227.50%,79.20%,12.00%,38.00%,-25.20%,24765.00,83.76,38.36,1.60%,47.60%,1.40,5.80%,2.90%,1.80%,17.04%,3.09%,11.58%,-0.17%,48.09,0.90%
3709,"SUPN","Supernus Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",2270.24,66.90,39.58,3.44,2.63,16.51,,,0.62,-58.40%,-11.00%,21.90%,19.50%,-92.00%,659.00,53.79,51.57,10.73%,4.50%,0.90,87.70%,2.70%,5.70%,26.82%,32.68%,16.65%,-1.14%,41.61,-1.00%
3710,"SUSA","iShares MSCI USA ESG Select ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.25,1.41%,,,,,,,,,,,,,,,,-0.24%,-11.00%,8.14%,-10.76%,89.02,-1.10%
3711,"SUSB","iShares ESG 1-5 Year USD Corporate Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.44,1.82%,,,,,,,,,,,,,,,,-1.19%,-5.01%,1.30%,-4.88%,24.08,-0.45%
3712,"SUSC","iShares ESG USD Corporate Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.66,2.85%,,,,,,,,,,,,,,,,-2.93%,-12.22%,4.09%,-11.75%,23.21,-0.97%
3713,"SUSL","iShares ESG MSCI USA Leaders ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.04,1.45%,,,,,,,,,,,,,,,,-0.80%,-11.02%,8.05%,-11.40%,71.65,-1.15%
3714,"SVFA","SVF Investment Corp.","Financial","Shell Companies","USA",612.81,,,,,,,,-0.04,,,,,-73.60%,,60.38,57.85,1.60%,,,,,,2.84%,4.10%,0.40%,-0.10%,10.15,0.00%
3715,"SVFAU","SVF Investment Corp.","Financial","Shell Companies","USA",,,,,,,,,-0.04,,,,,-73.60%,,,57.85,0.00%,,,,,,2.68%,2.89%,0.50%,-0.34%,10.15,0.00%
3716,"SVFB","SVF Investment Corp. 2","Financial","Shell Companies","USA",299.52,2540.00,,,1.34,,,,0.00,,,,,390.00%,,29.51,22.65,0.00%,0.00%,2.70,,,,3.67%,1.70%,0.69%,-0.68%,10.16,-0.10%
3717,"SVIIU","Spring Valley Acquisition Corp. II","Financial","Shell Companies","USA",316.58,,,,,,,,,,,,,,,20.00,20.00,0.05%,,,,,,,,1.83%,-4.86%,10.57,0.19%
3718,"SVOL","Simplify Volatility Premium ETF","Financial","Exchange Traded Fund","USA",,,,,,,3.62,15.99%,,,,,,,,,,,,,,,,-1.69%,-13.88%,3.42%,-14.75%,22.65,-0.22%
3719,"SWAN","Amplify BlackSwan Growth & Treasury Core ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.56,2.17%,,,,,,,,,,,,,,,,-8.96%,-21.41%,5.97%,-20.67%,25.91,-0.92%
3720,"SWBI","Smith & Wesson Brands, Inc.","Industrials","Aerospace & Defense","USA",508.46,6.52,0.43,0.90,1.40,,0.40,3.58%,1.71,-7.40%,12.60%,-0.90%,-47.50%,-80.00%,564.50,45.81,45.00,6.20%,22.50%,3.20,38.30%,18.20%,14.10%,-21.28%,-35.84%,28.69%,-38.79%,11.17,-1.33%
3721,"SWI","SolarWinds Corporation","Technology","Software - Infrastructure","USA",1681.90,,,2.34,1.31,12.46,,,-5.85,-156.10%,28.50%,8.90%,-1.00%,,719.00,161.11,40.77,4.85%,-50.40%,1.50,81.70%,,,10.41%,-19.68%,13.35%,-26.11%,10.61,-2.30%
3722,"SWK","Stanley Black & Decker, Inc.","Industrials","Tools & Accessories","USA",13599.21,27.14,,0.80,1.52,,3.20,3.41%,3.46,34.40%,8.10%,6.10%,9.00%,-89.50%,17028.90,147.94,147.08,5.67%,15.50%,1.20,28.30%,3.50%,8.40%,0.17%,-46.18%,24.89%,-47.22%,93.82,-2.16%
3723,"SWSS","Springwater Special Situations Corp.","Financial","Shell Companies","USA",229.85,,,,1.32,,,,-0.01,,,,,724.40%,,22.48,18.20,0.04%,-0.20%,2.30,,,,3.65%,,0.89%,0.00%,10.22,0.10%
3724,"SWTX","SpringWorks Therapeutics, Inc.","Healthcare","Biotechnology","USA",1929.29,,,,2.74,,,,-5.19,-240.70%,,,,-62.00%,,62.38,53.96,23.14%,-59.70%,13.30,,,,-7.85%,-42.22%,21.84%,-51.93%,31.69,-6.93%
3725,"SWX","Southwest Gas Holdings, Inc.","Utilities","Utilities - Regulated Gas","USA",4476.80,27.16,6.79,0.97,1.31,,2.48,3.73%,2.45,-18.20%,1.30%,8.40%,26.70%,5.50%,4623.50,67.16,66.46,3.70%,4.40%,1.30,85.20%,8.20%,3.20%,-12.21%,-0.83%,7.50%,-30.43%,66.52,-0.30%
3726,"SXQG","ETC 6 Meridian Quality Growth ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.02,0.09%,,,,,,,,,,,,,,,,12.40%,-18.16%,6.85%,-9.10%,22.14,-0.63%
3727,"SXT","Sensient Technologies Corporation","Basic Materials","Specialty Chemicals","USA",3325.98,23.83,6.27,2.33,3.45,,1.64,2.09%,3.29,8.70%,0.50%,0.00%,4.90%,6.20%,1428.80,41.90,41.62,1.25%,14.60%,3.40,34.30%,13.70%,9.70%,-8.98%,-6.18%,7.62%,-12.16%,78.48,-0.47%
3728,"SYBT","Stock Yards Bancorp, Inc.","Financial","Banks - Regional","USA",1839.51,19.81,1.98,7.31,2.52,63.21,1.16,1.84%,3.18,14.80%,10.50%,11.60%,43.70%,11.70%,251.70,29.14,28.18,2.07%,11.30%,,,79.00%,32.80%,-6.55%,8.45%,-2.99%,-19.91%,63.04,1.78%
3729,"SYF","Synchrony Financial","Financial","Credit Services","USA",16011.90,6.06,,0.93,1.41,2.44,0.92,2.48%,6.11,222.90%,22.10%,0.70%,11.40%,-26.40%,17146.00,468.50,435.79,3.46%,28.90%,,,77.30%,21.30%,9.75%,-13.23%,12.75%,-18.68%,37.05,-1.96%
3730,"SYM","Symbotic Inc.","Financial","Shell Companies","USA",963.22,,,1.62,1520.00,,,,-0.01,95.60%,,,166.50%,96.50%,593.30,559.38,32.31,1.10%,3.70%,1.20,16.80%,-23.60%,-2.60%,-8.60%,54.00%,27.30%,-46.63%,15.20,-1.62%
3731,"SYNH","Syneos Health, Inc.","Healthcare","Diagnostics & Research","USA",3911.72,13.73,8.22,0.72,1.16,9.97,,,2.76,22.30%,2.00%,26.50%,-0.90%,13.00%,5406.60,102.73,61.25,11.83%,8.60%,1.10,23.80%,8.10%,5.30%,-44.59%,-58.71%,3.41%,-59.03%,37.93,-0.65%
3732,"SYY","Sysco Corporation","Consumer Defensive","Food Distribution","USA",39104.18,27.18,1.48,0.55,34.87,250.03,1.96,2.55%,2.82,159.00%,4.90%,4.40%,16.20%,24.50%,71306.40,507.58,506.18,2.52%,114.80%,1.20,18.00%,3.40%,2.00%,-11.09%,-4.09%,0.35%,-16.18%,76.72,-0.53%
3733,"SZNE","Pacer CFRA-Stovall Equal Weight Seasonal Rotation Index ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.38,0.99%,,,,,,,,,,,,,,,,10.71%,2.36%,11.57%,-1.80%,38.56,-1.40%
3734,"T","AT&T Inc.","Communication Services","Telecom Services","USA",141702.40,,,1.17,1.16,141.00,1.11,5.60%,-1.26,493.90%,7.10%,-3.90%,-4.10%,25.10%,120741.00,7153.00,7117.06,1.22%,13.70%,0.60,57.90%,18.00%,16.30%,8.54%,6.73%,7.71%,-13.18%,19.83,-2.22%
3735,"TA","TravelCenters of America Inc.","Consumer Cyclical","Specialty Retail","USA",736.28,5.48,1.10,0.07,0.84,,,,8.77,407.00%,77.20%,6.10%,44.90%,63.50%,10220.70,14.40,13.70,4.29%,16.60%,1.50,17.50%,2.10%,1.20%,-9.73%,7.90%,7.32%,-26.44%,48.06,0.35%
3736,"TACK","Fairlead Tactical Sector Fund","Financial","Exchange Traded Fund","USA",,,,,,,0.38,1.57%,,,,,,,,,,,,,,,,-0.29%,,2.69%,-11.01%,24.01,-1.19%
3737,"TALO","Talos Energy Inc.","Energy","Oil & Gas E&P","USA",1580.99,3.40,,0.93,1.34,4.26,,,5.50,67.50%,10.30%,36.90%,29.60%,,1691.70,82.58,69.64,7.93%,52.50%,0.70,81.80%,46.20%,27.20%,16.38%,64.67%,-1.01%,-26.68%,18.69,-0.95%
3738,"TAN","Invesco Solar ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.08,0.10%,,,,,,,,,,,,,,,,-4.47%,24.58%,9.31%,-12.50%,79.73,-2.41%
3739,"TAP","Molson Coors Beverage Company","Consumer Defensive","Beverages - Brewers","USA",11221.59,23.58,17.02,1.05,0.88,27.21,1.52,2.83%,2.27,205.60%,-9.20%,16.00%,4.00%,-52.20%,10690.70,216.80,166.27,4.80%,3.70%,0.80,33.60%,7.80%,4.60%,1.34%,10.53%,4.08%,-10.81%,53.62,-1.03%
3740,"TARK","AXS 2X Innovation ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,-41.75%,,82.83%,-56.25%,76.13,-6.98%
3741,"TARS","Tarsus Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",428.94,,,26.48,2.14,,,,-2.77,48.60%,,,,-11.00%,16.20,26.66,23.15,4.48%,-34.20%,16.40,96.70%,,,-5.19%,-8.24%,10.91%,-21.90%,16.26,-0.06%
3742,"TASK","TaskUs, Inc.","Technology","Information Technology Services","USA",1840.86,43.91,2.95,1.95,4.32,20.82,,,0.43,-269.70%,,,15.40%,-56.00%,945.00,98.30,27.00,7.49%,10.60%,3.10,42.10%,8.60%,4.60%,-13.85%,-40.05%,13.02%,-54.38%,19.10,-4.69%
3743,"TAXF","American Century Diversified Municipal Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.07,2.12%,,,,,,,,,,,,,,,,-1.08%,-6.24%,3.35%,-6.39%,50.57,-0.41%
3744,"TAYD","Taylor Devices, Inc.","Industrials","Specialty Industrial Machinery","USA",57.26,14.59,,1.62,1.26,24.89,,,1.13,110.20%,-0.80%,3.90%,34.60%,136.20%,35.40,3.50,3.00,0.17%,9.00%,7.00,34.30%,12.80%,11.20%,94.12%,59.26%,16.28%,-0.36%,16.50,2.29%
3745,"TBBK","The Bancorp, Inc.","Financial","Banks - Regional","USA",1724.20,15.69,1.31,6.20,3.04,,,,2.28,36.10%,28.30%,16.80%,56.80%,11.60%,278.10,56.43,54.20,3.36%,17.50%,,,74.50%,41.20%,45.44%,15.23%,25.86%,0.53%,35.72,2.14%
3746,"TBCPU","Thunder Bridge Capital Partners III Inc.","Financial","Shell Companies","USA",529.11,154.31,,,,,,,0.07,,,,,-48.20%,,42.40,42.40,0.00%,,,,,,1.21%,2.45%,2.45%,-6.17%,10.03,0.30%
3747,"TBF","ProShares Short 20+ Year Treasury","Financial","Exchange Traded Fund","USA",,,,,,,0.08,0.39%,,,,,,,,,,,,,,,,10.20%,27.45%,-6.66%,-14.67%,21.17,1.44%
3748,"TBI","TrueBlue, Inc.","Industrials","Staffing & Employment Services","USA",623.39,8.45,0.84,0.27,1.25,8.77,,,2.22,143.00%,46.40%,-4.60%,-0.20%,20.00%,2318.40,32.43,31.66,1.67%,15.80%,1.80,26.80%,3.80%,3.30%,-9.37%,-29.29%,-4.19%,-38.13%,18.76,3.76%
3749,"TBIL","US Treasury 3 Month Bill ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.04,2.08%,,,,,,,,,,,,,,,,,,0.04%,-0.32%,49.88,0.00%
3750,"TBLD","Thornburg Income Builder Opportunities Trust","Financial","Closed-End Fund - Equity","USA",495.67,,,,,,1.25,8.09%,,,,,,,,32.08,32.00,0.17%,,,,,,1.18%,-17.69%,8.19%,-20.89%,15.45,-2.22%
3751,"TBNK","Territorial Bancorp Inc.","Financial","Banks - Regional","USA",228.99,13.13,3.28,3.76,0.85,143.12,0.92,3.70%,1.90,-5.40%,1.60%,-1.80%,5.90%,-4.30%,60.90,8.80,7.50,0.34%,6.70%,,,92.80%,28.00%,14.06%,0.41%,3.67%,-2.39%,24.89,-0.44%
3752,"TBT","ProShares UltraShort 20+ Year Treasury","Financial","Exchange Traded Fund","USA",,,,,,,0.14,0.48%,,,,,,,,,,,,,,,,17.90%,55.16%,-13.45%,-28.46%,28.13,2.89%
3753,"TBX","ProShares Short 7-10 Year Treasury","Financial","Exchange Traded Fund","USA",,,,,,,0.12,0.41%,,,,,,,,,,,,,,,,6.67%,12.43%,-2.64%,-6.08%,27.90,1.03%
3754,"TCBI","Texas Capital Bancshares, Inc.","Financial","Banks - Regional","USA",3322.02,10.99,1.37,2.90,1.32,9.40,,,6.24,311.50%,8.20%,4.50%,48.70%,-3.70%,1144.20,49.89,48.30,3.87%,6.00%,,,64.40%,14.40%,16.22%,7.58%,13.71%,-4.22%,68.58,0.12%
3755,"TCBIO","Texas Capital Bancshares, Inc.","Financial","Banks - Regional","USA",3139.04,5.80,,2.71,0.41,,1.44,6.26%,3.96,,,,108.60%,233.60%,1159.29,12.00,12.00,0.03%,,,,,,-6.20%,-11.82%,20.13%,-11.92%,22.98,0.66%
3756,"TCBK","TriCo Bancshares","Financial","Banks - Regional","USA",1725.22,13.80,1.97,4.85,1.77,15.66,1.20,2.28%,3.81,82.40%,15.20%,9.80%,38.50%,21.50%,355.50,33.35,31.76,1.40%,10.40%,,,79.00%,30.20%,14.71%,19.43%,3.06%,-10.35%,52.55,2.18%
3757,"TCBX","Third Coast Bancshares, Inc.","Financial","Banks - Regional","USA",260.72,23.25,1.27,2.01,0.69,,,,0.83,-55.50%,,,-41.80%,-58.40%,129.50,13.49,12.75,1.11%,,,,,,4.14%,-19.09%,5.10%,-27.59%,19.37,0.52%
3758,"TCFC","The Community Financial Corporation","Financial","Banks - Regional","USA",233.76,8.48,0.85,3.11,1.29,9.35,0.70,1.71%,4.83,63.10%,22.90%,8.00%,20.30%,19.90%,75.20,5.64,5.22,0.03%,14.30%,,,90.90%,36.50%,10.24%,7.92%,2.78%,-2.19%,41.01,-0.30%
3759,"TCHP","T. Rowe Price Blue Chip Growth ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,-8.44%,-22.65%,13.14%,-23.05%,23.33,-1.85%
3760,"TCI","Transcontinental Realty Investors, Inc.","Real Estate","REIT - Diversified","USA",392.01,0.97,,12.25,0.51,,,,46.37,40.90%,67.00%,-19.20%,-17.00%,1341.60%,32.00,8.64,0.95,1.50%,86.20%,,47.20%,-52.20%,,3.53%,16.96%,2.11%,-5.55%,45.11,-0.53%
3761,"TCMD","Tactile Systems Technology, Inc.","Healthcare","Medical Devices","USA",261.64,,,1.12,2.29,59.46,,,-1.50,-61.70%,-52.20%,19.70%,24.40%,33.20%,234.60,20.14,19.59,1.80%,-25.40%,2.10,48.00%,-7.20%,-12.80%,44.30%,-13.94%,13.50%,-39.73%,13.03,-0.38%
3762,"TCPC","BlackRock TCP Capital Corp.","Financial","Asset Management","USA",762.49,10.75,0.90,4.38,0.94,11.59,1.28,9.67%,1.23,88.20%,9.10%,2.20%,12.90%,140.80%,173.90,57.77,57.60,1.13%,8.70%,,61.90%,47.80%,40.90%,0.77%,-3.26%,2.32%,-8.46%,13.24,-0.68%
3763,"TCVA","TCV Acquisition Corp.","Financial","Shell Companies","USA",515.31,1011.00,,,1.33,,,,0.01,,,,,682.00%,,51.10,41.10,0.02%,0.30%,28.30,,,,3.80%,1.40%,1.05%,-2.22%,10.11,-0.10%
3764,"TCX","Tucows Inc.","Technology","Software - Infrastructure","Canada",400.39,,,1.23,3.71,,,,-1.50,-42.40%,-27.00%,9.90%,2.90%,-682.60%,324.70,10.78,9.85,8.68%,-14.30%,0.90,26.40%,-6.10%,-5.00%,-20.20%,-54.30%,7.02%,-54.66%,36.30,5.28%
3765,"TD","The Toronto-Dominion Bank","Financial","Banks - Diversified","Canada",124645.05,9.70,1.03,4.05,1.66,5.39,2.83,4.10%,7.11,22.70%,11.50%,6.60%,97.60%,77.40%,30804.80,1812.00,1781.48,2.26%,17.90%,,,64.10%,41.80%,6.78%,-16.98%,6.47%,-19.84%,68.95,-0.14%
3766,"TDC","Teradata Corporation","Technology","Information Technology Services","USA",3586.92,53.54,60.16,1.97,15.50,9.69,,,0.66,12.60%,6.50%,-3.80%,-9.30%,-49.00%,1818.00,102.70,100.75,3.82%,25.30%,1.10,61.20%,8.60%,4.00%,-8.60%,-15.34%,5.47%,-32.42%,35.50,-2.15%
